id|nct_id|ctgov_group_code|result_type|title|description|outcome_id
837307364|NCT03548935|OG001|Outcome|Placebo|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide placebo administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide placebo 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg Semaglutide placebo after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272776
837307365|NCT03548935|OG000|Outcome|Semaglutide 2.4 mg|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg Semaglutide once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272777
837307366|NCT03548935|OG001|Outcome|Placebo|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide placebo administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide placebo 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg Semaglutide placebo after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272777
837307367|NCT03548935|OG000|Outcome|Semaglutide 2.4 mg|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg Semaglutide once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272778
837307368|NCT03548935|OG001|Outcome|Placebo|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide placebo administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide placebo 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg Semaglutide placebo after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272778
837307369|NCT03548935|OG000|Outcome|Semaglutide 2.4 mg|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg Semaglutide once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272779
837307370|NCT03548935|OG001|Outcome|Placebo|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide placebo administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide placebo 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg Semaglutide placebo after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272779
837307371|NCT03548935|OG000|Outcome|Semaglutide 2.4 mg|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg Semaglutide once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272780
837307372|NCT03548935|OG001|Outcome|Placebo|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide placebo administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide placebo 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg Semaglutide placebo after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272780
837307373|NCT03548935|OG000|Outcome|Semaglutide 2.4 mg|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg Semaglutide once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272781
837307374|NCT03548935|OG001|Outcome|Placebo|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide placebo administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide placebo 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg Semaglutide placebo after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272781
837307375|NCT03548935|OG000|Outcome|Semaglutide 2.4 mg|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg Semaglutide once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272782
837307376|NCT03548935|OG001|Outcome|Placebo|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide placebo administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide placebo 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg Semaglutide placebo after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272782
837307377|NCT03548935|OG000|Outcome|Semaglutide 2.4 mg|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg Semaglutide once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272783
837307378|NCT03548935|OG001|Outcome|Placebo|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide placebo administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide placebo 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg Semaglutide placebo after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272783
837307379|NCT03548935|OG000|Outcome|Semaglutide 2.4 mg|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg Semaglutide once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272784
837307380|NCT03548935|OG001|Outcome|Placebo|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide placebo administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide placebo 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg Semaglutide placebo after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272784
837307381|NCT03548935|OG000|Outcome|Semaglutide 2.4 mg|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg Semaglutide once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272785
837307382|NCT03548935|OG001|Outcome|Placebo|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide placebo administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide placebo 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg Semaglutide placebo after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272785
837307383|NCT03548935|OG000|Outcome|Semaglutide 2.4 mg|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg Semaglutide once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272786
837307384|NCT03548935|OG001|Outcome|Placebo|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide placebo administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide placebo 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg Semaglutide placebo after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272786
837307385|NCT03548935|OG000|Outcome|Semaglutide 2.4 mg|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg Semaglutide once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272787
837307386|NCT03548935|OG001|Outcome|Placebo|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide placebo administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide placebo 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg Semaglutide placebo after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272787
837307387|NCT03548935|OG000|Outcome|Semaglutide 2.4 mg|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg Semaglutide once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272788
837307388|NCT03548935|OG001|Outcome|Placebo|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide placebo administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide placebo 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg Semaglutide placebo after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272788
837307389|NCT03548935|OG000|Outcome|Semaglutide 2.4 mg|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg Semaglutide once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272789
837307390|NCT03548935|OG001|Outcome|Placebo|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide placebo administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide placebo 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg Semaglutide placebo after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272789
837307391|NCT03548935|OG000|Outcome|Semaglutide 2.4 mg|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg Semaglutide once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272790
837307392|NCT03548935|OG001|Outcome|Placebo|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide placebo administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide placebo 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg Semaglutide placebo after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272790
837307393|NCT03548935|OG000|Outcome|Semaglutide 2.4 mg|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg Semaglutide once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272791
837307394|NCT03548935|OG001|Outcome|Placebo|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide placebo administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide placebo 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg Semaglutide placebo after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272791
837307395|NCT03548935|OG000|Outcome|Semaglutide 2.4 mg|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg Semaglutide once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272792
837307396|NCT03548935|OG001|Outcome|Placebo|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide placebo administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide placebo 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg Semaglutide placebo after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272792
837307397|NCT03548935|OG000|Outcome|Semaglutide 2.4 mg|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg Semaglutide once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272793
837307398|NCT03548935|OG001|Outcome|Placebo|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide placebo administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide placebo 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg Semaglutide placebo after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272793
837307399|NCT03548935|OG000|Outcome|Semaglutide 2.4 mg|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg Semaglutide once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272794
837307400|NCT03548935|OG001|Outcome|Placebo|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide placebo administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide placebo 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg Semaglutide placebo after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272794
837307401|NCT03548935|OG000|Outcome|Semaglutide 2.4 mg|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg Semaglutide once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272795
837307402|NCT03548935|OG001|Outcome|Placebo|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide placebo administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide placebo 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg Semaglutide placebo after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272795
837307403|NCT03548935|OG000|Outcome|Semaglutide 2.4 mg|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg Semaglutide once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272796
837307404|NCT03548935|OG001|Outcome|Placebo|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide placebo administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide placebo 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg Semaglutide placebo after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272796
837307405|NCT03548935|OG000|Outcome|Semaglutide 2.4 mg|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg Semaglutide once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272797
837307406|NCT03548935|OG001|Outcome|Placebo|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide placebo administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide placebo 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg Semaglutide placebo after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272797
837307407|NCT03548935|OG000|Outcome|Semaglutide 2.4 mg|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg Semaglutide once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272798
837307408|NCT03548935|OG001|Outcome|Placebo|Participants were to receive once-weekly subcutaneous (s.c) injection of 0.25 mg Semaglutide placebo administered using a PDS290 pre-filled pen-injector with a 3 mL cartridge containing Semaglutide placebo 1.0 mg/mL or 3.0 mg/mL and followed a fixed-dose escalation regimen, with dose increases every 4 weeks (to doses of 0.5, 1.0, 1.7 and 2.4 mg/week), aiming at reaching the maintenance dose of 2.4 mg Semaglutide placebo after 16 weeks. Treatment was continued on the maintenance dose of 2.4 mg once weekly for an additional 52 weeks until week 68. The treatment was an adjunct to a reduced-calorie diet and increased physical activity.|258272798
